200,100,49,61,48,47,55
400,200,202,209,200,214,197
600,300,429,415,442,416,436
800,400,749,766,735,774,730
1000,500,1150,1174,1186,1186,1179
1200,600,1694,1749,1631,1646,1811
1400,700,2316,2234,2250,2304,2295
1600,800,3140,3035,3060,3094,3165
1800,900,3749,3805,3759,4409,3748
2000,1000,5017,4652,4652,4689,4852
