200,100,296,299,290,288,287
400,200,1138,1134,1135,1170,1139
600,300,2557,2583,2584,2552,2605
800,400,4650,4526,4508,4526,4505
1000,500,7058,7027,7050,7062,6995
1200,600,10178,10246,10220,10271,10326
1400,700,13917,13893,13966,14032,13936
1600,800,18059,18034,17933,18170,17955
1800,900,22730,22785,22762,23054,22879
2000,1000,28209,27962,28199,28423,28035
