200,100,5842,5840,5834,5834,5836
400,200,23569,23547,23546,23547,23512
600,300,53285,53286,53281,53281,53289
800,400,94686,94629,94653,94592,94592
1000,500,148198,148174,148159,148183,148211
1200,600,213194,213376,214282,213720,213536
1400,700,290346,290334,290302,290298,290308
1600,800,378614,378651,378633,378614,378641
1800,900,481980,481891,481867,482053,481753
2000,1000,593907,594772,595043,594151,599868
